1 causal	abandon,abandon,abandon%2:40:00::,abandon%2:40:01::,abandon%2:38:00::,abandon%2:31:01::,abandon%2:31:00::,anticipate,anticipate,anticipate%2:31:00::,anticipate%2:41:00::,anticipate%2:31:01::,anticipate%2:32:00::,anticipate%2:37:00::,anticipate%2:30:00::,	null	null	null	null	null	abandon-anticipate,	null	null	null
26 non-causal	accustoming,accustom,accustom%2:30:00::,did,do,do%2:41:01::,do%2:36:01::,do%2:41:04::,do%2:42:00::,do%2:36:02::,do%2:41:02::,do%2:42:01::,do%2:36:00::,do%2:29:09::,do%2:42:02::,do%2:41:03::,do%2:29:04::,do%2:38:00::,	null	null	null	null	null	accustoming-did,	null	null	null
27 non-causal	ached,ache,ache%2:39:01::,ache%2:37:06::,ache%2:39:00::,ripped,rip,rip%2:35:00::,rip%2:38:00::,rip%2:35:01::,rip%2:32:00::,	null	null	null	null	null	ached-ripped,	null	null	null
28 causal	achieve,achieve,achieve%2:41:00::,struggles,struggle,struggle%2:41:00::,struggle%2:35:00::,struggle%2:38:00::,struggle%2:33:00::,	null	null	null	null	null	achieve-struggles,	null	null	null
29 non-causal	achieved,achieve,achieve%2:41:00::,strived,strive,strive%2:41:00::,strive%2:33:00::,	null	null	null	null	null	achieved-strived,	null	null	null
30 non-causal	acknowledge,acknowledge,acknowledge%2:32:00::,acknowledge%2:32:04::,acknowledge%2:32:07::,acknowledge%2:32:01::,acknowledge%2:31:02::,acknowledge%2:31:09::,identifying,identify,identify%2:31:00::,identify%2:32:00::,identify%2:31:04::,identify%2:31:03::,identify%2:31:01::,identify%2:31:02::,	null	null	null	null	null	acknowledge-identifying,	null	null	null
31 non-causal	acknowledge,acknowledge,acknowledge%2:32:00::,acknowledge%2:32:04::,acknowledge%2:32:07::,acknowledge%2:32:01::,acknowledge%2:31:02::,acknowledge%2:31:09::,read,read,read%2:31:00::,read%2:42:00::,read%2:31:01::,read%2:31:06::,read%2:31:02::,read%2:31:09::,read%2:31:05::,read%2:32:02::,read%2:36:05::,read%2:31:08::,read%2:31:04::,	null	null	null	null	null	acknowledge-read,	null	null	null
32 non-causal	acknowledged,acknowledge,acknowledge%2:32:00::,acknowledge%2:32:04::,acknowledge%2:32:07::,acknowledge%2:32:01::,acknowledge%2:31:02::,acknowledge%2:31:09::,briefed,brief,brief%2:32:00::,	null	null	null	null	null	acknowledged-briefed,	null	null	null
33 non-causal	acknowledged,acknowledge,acknowledge%2:32:00::,acknowledge%2:32:04::,acknowledge%2:32:07::,acknowledge%2:32:01::,acknowledge%2:31:02::,acknowledge%2:31:09::,noting,note,note%2:32:00::,note%2:39:00::,note%2:39:02::,note%2:32:01::,	null	null	null	null	null	acknowledged-noting,	null	null	null
34 non-causal	acknowledged,acknowledge,acknowledge%2:32:00::,acknowledge%2:32:04::,acknowledge%2:32:07::,acknowledge%2:32:01::,acknowledge%2:31:02::,acknowledge%2:31:09::,sounded,sound,sound%2:39:06::,sound%2:39:00::,sound%2:39:03::,sound%2:39:02::,sound%2:32:00::,sound%2:39:01::,sound%2:30:00::,	null	null	null	null	null	acknowledged-sounded,	null	null	null
35 causal	act,act,act%2:41:00::,act%2:29:00::,act%2:36:00::,act%2:33:00::,act%2:29:01::,act%2:42:00::,act%2:41:06::,act%2:41:07::,act%2:36:04::,act%2:36:03::,encompasses,encompass,encompass%2:42:00::,	null	null	null	null	null	act-encompasses,	null	null	null
36 non-causal	act,act,act%2:41:00::,act%2:29:00::,act%2:36:00::,act%2:33:00::,act%2:29:01::,act%2:42:00::,act%2:41:06::,act%2:41:07::,act%2:36:04::,act%2:36:03::,respond,respond,respond%2:31:00::,respond%2:32:00::,respond%2:31:01::,	null	null	null	null	null	act-respond,	null	null	null
37 non-causal	acted,act,act%2:41:00::,act%2:29:00::,act%2:36:00::,act%2:33:00::,act%2:29:01::,act%2:42:00::,act%2:41:06::,act%2:41:07::,act%2:36:04::,act%2:36:03::,seemed,seem,seem%2:39:00::,seem%2:39:01::,seem%2:42:00::,seem%2:39:02::,	null	null	null	null	null	acted-seemed,	null	null	null
38 non-causal	acting,act,act%2:41:00::,act%2:29:00::,act%2:36:00::,act%2:33:00::,act%2:29:01::,act%2:42:00::,act%2:41:06::,act%2:41:07::,act%2:36:04::,act%2:36:03::,relates,relate,relate%2:31:00::,relate%2:42:00::,relate%2:32:00::,relate%2:42:01::,relate%2:41:00::,	null	null	null	null	null	acting-relates,	null	null	null
39 non-causal	adams,adam,fallen,fall,fall%2:38:03::,fall%2:38:00::,fall%2:30:08::,fall%2:42:03::,fall%2:43:00::,fall%2:41:02::,fall%2:42:00::,fall%2:42:04::,fall%2:40:05::,fall%2:30:00::,fall%2:30:06::,fall%2:41:01::,fall%2:41:00::,fall%2:40:03::,fall%2:38:01::,fall%2:42:02::,fall%2:41:15::,fall%2:40:12::,fall%2:40:09::,fall%2:40:08::,fall%2:40:13::,fall%2:38:11::,fall%2:38:15::,fall%2:38:14::,fall%2:35:00::,fall%2:30:11::,fall%2:30:14::,fall%2:30:10::,fall%2:30:09::,fall%2:30:12::,fall%2:30:15::,fall%2:30:13::,	null	null	null	null	null	adams-fallen,	null	null	null
40 causal	added,add,add%2:30:00::,add%2:32:01::,add%2:40:00::,add%2:31:00::,add%2:32:00::,add%2:42:00::,makes,make,make%2:41:00::,make%2:30:00::,make%2:36:00::,make%2:32:00::,make%2:36:08::,make%2:36:01::,make%2:31:00::,make%2:36:15::,make%2:36:09::,make%2:40:01::,make%2:36:05::,make%2:42:05::,make%2:38:02::,make%2:42:00::,make%2:36:11::,make%2:36:12::,make%2:36:13::,make%2:30:15::,make%2:29:08::,make%2:41:03::,make%2:40:02::,make%2:38:00::,make%2:31:13::,make%2:41:13::,make%2:41:01::,make%2:36:04::,make%2:30:02::,make%2:38:05::,make%2:29:00::,make%2:42:09::,make%2:42:13::,make%2:42:12::,make%2:42:11::,make%2:42:15::,make%2:39:12::,make%2:38:10::,make%2:38:15::,make%2:36:10::,make%2:36:07::,make%2:35:13::,make%2:32:14::,make%2:32:09::,make%2:31:10::,make%2:31:12::,make%2:30:10::,make%2:30:14::,make%2:30:12::,make%2:29:06::,make%2:29:01::,	null	null	null	null	null	added-makes,	null	null	null
41 non-causal	added,add,add%2:30:00::,add%2:32:01::,add%2:40:00::,add%2:31:00::,add%2:32:00::,add%2:42:00::,thinking,think,think%2:31:01::,think%2:31:03::,think%2:31:00::,think%2:31:02::,think%2:36:00::,think%2:31:09::,think%2:31:06::,think%2:31:12::,think%2:31:13::,think%2:31:15::,think%2:31:14::,think%2:31:08::,think%2:30:00::,	null	null	null	null	null	added-thinking,	null	null	null
42 non-causal	adding,add,add%2:30:00::,add%2:32:01::,add%2:40:00::,add%2:31:00::,add%2:32:00::,add%2:42:00::,means,mean,mean%2:32:01::,mean%2:42:00::,mean%2:32:03::,mean%2:31:00::,mean%2:42:03::,mean%2:31:01::,mean%2:31:05::,	null	null	null	null	null	adding-means,	null	null	null
43 causal	adding,add,add%2:30:00::,add%2:32:01::,add%2:40:00::,add%2:31:00::,add%2:32:00::,add%2:42:00::,mohamed,mohame,	null	null	null	null	null	adding-mohamed,	null	null	null
44 non-causal	address,address,address%2:32:00::,address%2:32:02::,address%2:32:03::,address%2:33:00::,address%2:34:00::,address%2:41:08::,address%2:40:00::,address%2:32:04::,address%2:32:01::,address%2:30:00::,outraised,outraise,	null	null	null	null	null	address-outraised,	null	null	null
45 non-causal	addressed,address,address%2:32:00::,address%2:32:02::,address%2:32:03::,address%2:33:00::,address%2:34:00::,address%2:41:08::,address%2:40:00::,address%2:32:04::,address%2:32:01::,address%2:30:00::,asks,ask,ask%2:32:00::,ask%2:32:01::,ask%2:32:02::,ask%2:32:05::,ask%2:32:04::,ask%2:42:00::,ask%2:32:09::,	null	null	null	null	null	addressed-asks,	null	null	null
46 non-causal	adds,add,add%2:30:00::,add%2:32:01::,add%2:40:00::,add%2:31:00::,add%2:32:00::,add%2:42:00::,recovered,recover,recover%2:40:00::,recover%2:29:00::,recover%2:30:00::,recover%2:40:01::,recover%2:40:06::,recover%2:35:00::,	null	null	null	null	null	adds-recovered,	null	null	null
47 non-causal	adjusted,adjust,adjust%2:30:00::,adjust%2:30:05::,adjust%2:30:01::,adjust%2:30:03::,adjust%2:31:00::,pick,pick,pick%2:31:00::,pick%2:35:01::,pick%2:32:09::,pick%2:36:00::,pick%2:30:00::,pick%2:30:01::,pick%2:40:01::,pick%2:40:00::,pick%2:35:05::,pick%2:35:02::,pick%2:35:00::,pick%2:34:00::,	null	null	null	null	null	adjusted-pick,	null	null	null
48 non-causal	adjusted,adjust,adjust%2:30:00::,adjust%2:30:05::,adjust%2:30:01::,adjust%2:30:03::,adjust%2:31:00::,suggest,suggest,suggest%2:32:00::,suggest%2:32:04::,suggest%2:32:02::,suggest%2:32:03::,suggest%2:32:01::,	null	null	null	null	null	adjusted-suggest,	null	null	null
49 non-causal	admire,admire,admire%2:37:00::,admire%2:39:00::,know,know,know%2:31:01::,know%2:31:03::,know%2:31:02::,know%2:31:00::,know%2:31:04::,know%2:31:06::,know%2:31:15::,know%2:35:00::,know%2:31:11::,know%2:31:12::,know%2:31:14::,	null	null	null	null	null	admire-know,	null	null	null
50 non-causal	admired,admire,admire%2:37:00::,admire%2:39:00::,respected,respect,respect%2:31:00::,respect%2:41:00::,	null	null	null	null	null	admired-respected,	null	null	null
51 causal	admit,admit,admit%2:32:00::,admit%2:41:01::,admit%2:41:00::,admit%2:40:00::,admit%2:42:06::,admit%2:42:00::,admit%2:42:04::,admit%2:42:03::,were,be,be%2:42:03::,be%2:42:06::,be%2:42:05::,be%2:42:00::,be%2:42:04::,be%2:42:07::,be%2:42:02::,be%2:41:00::,be%2:42:08::,be%2:40:00::,be%2:42:01::,be%2:42:13::,be%2:42:09::,	null	null	null	null	null	admit-were,	null	null	null
52 non-causal	admitted,admit,admit%2:32:00::,admit%2:41:01::,admit%2:41:00::,admit%2:40:00::,admit%2:42:06::,admit%2:42:00::,admit%2:42:04::,admit%2:42:03::,dismissed,dismiss,dismiss%2:32:00::,dismiss%2:32:02::,dismiss%2:41:01::,dismiss%2:41:00::,dismiss%2:32:01::,dismiss%2:30:09::,	null	null	null	null	null	admitted-dismissed,	null	null	null
53 causal	admitted,admit,admit%2:32:00::,admit%2:41:01::,admit%2:41:00::,admit%2:40:00::,admit%2:42:06::,admit%2:42:00::,admit%2:42:04::,admit%2:42:03::,entered,enter,enter%2:38:00::,enter%2:33:00::,enter%2:41:06::,enter%2:42:00::,enter%2:32:04::,enter%2:36:00::,enter%2:41:00::,enter%2:35:03::,enter%2:30:10::,	null	null	null	null	null	admitted-entered,	null	null	null
54 non-causal	advocated,advocate,advocate%2:32:00::,advocate%2:32:01::,assails,assail,assail%2:33:00::,assail%2:33:01::,assail%2:32:00::,	null	null	null	null	null	advocated-assails,	null	null	null
55 non-causal	advocating,advocate,advocate%2:32:00::,advocate%2:32:01::,smolder,smolder,smolder%2:30:00::,smolder%2:37:00::,	null	null	null	null	null	advocating-smolder,	null	null	null
56 non-causal	affect,affect,affect%2:30:00::,affect%2:29:00::,affect%2:42:00::,affect%2:32:00::,affect%2:37:00::,called,call,call%2:32:02::,call%2:32:00::,call%2:32:01::,call%2:32:09::,call%2:32:05::,call%2:41:00::,call%2:41:04::,call%2:32:13::,call%2:32:04::,call%2:32:03::,call%2:42:09::,call%2:41:14::,call%2:41:12::,call%2:40:09::,call%2:40:05::,call%2:38:00::,call%2:32:06::,call%2:32:10::,call%2:32:12::,call%2:32:07::,call%2:32:08::,call%2:32:11::,call%2:32:15::,call%2:32:14::,call%2:31:13::,call%2:31:00::,call%2:31:05::,call%2:29:05::,	null	null	null	null	null	affect-called,	null	null	null
57 non-causal	affect,affect,affect%2:30:00::,affect%2:29:00::,affect%2:42:00::,affect%2:32:00::,affect%2:37:00::,re,re,	null	null	null	null	null	affect-re,	null	null	null
58 non-causal	affected,affect,affect%2:30:00::,affect%2:29:00::,affect%2:42:00::,affect%2:32:00::,affect%2:37:00::,sense,sense,sense%2:39:00::,sense%2:39:02::,sense%2:31:03::,sense%2:31:02::,	null	null	null	null	null	affected-sense,	null	null	null
59 causal	affects,affect,affect%2:30:00::,affect%2:29:00::,affect%2:42:00::,affect%2:32:00::,affect%2:37:00::,described,describe,describe%2:32:00::,describe%2:32:01::,describe%2:35:00::,describe%2:31:00::,	null	null	null	null	null	affects-described,	null	null	null
60 non-causal	affixed,affix,affix%2:35:00::,affix%2:35:01::,affix%2:35:02::,forced,force,force%2:41:00::,force%2:36:00::,force%2:38:00::,force%2:32:00::,force%2:35:00::,force%2:35:02::,force%2:35:01::,force%2:35:05::,force%2:35:03::,	null	null	null	null	null	affixed-forced,	null	null	null
61 non-causal	afford,afford,afford%2:34:00::,afford%2:40:00::,afford%2:42:00::,afford%2:40:01::,left,leave,leave%2:38:01::,leave%2:31:05::,leave%2:42:02::,leave%2:30:02::,leave%2:38:00::,leave%2:42:01::,leave%2:42:00::,leave%2:41:00::,leave%2:40:06::,leave%2:40:01::,leave%2:42:03::,leave%2:30:03::,leave%2:40:02::,leave%2:31:02::,	null	null	null	null	null	afford-left,	null	null	null
62 non-causal	afford,afford,afford%2:34:00::,afford%2:40:00::,afford%2:42:00::,afford%2:40:01::,squander,squander,squander%2:40:01::,squander%2:34:00::,	null	null	null	null	null	afford-squander,	null	null	null
63 non-causal	afford,afford,afford%2:34:00::,afford%2:40:00::,afford%2:42:00::,afford%2:40:01::,throbbed,throb,throb%2:39:00::,throb%2:38:01::,throb%2:38:00::,	null	null	null	null	null	afford-throbbed,	null	null	null
64 causal	aged,age,age%2:30:01::,age%2:30:00::,age%2:30:02::,stretch,stretch,stretch%2:42:00::,stretch%2:29:01::,stretch%2:38:00::,stretch%2:30:00::,stretch%2:30:04::,stretch%2:38:02::,stretch%2:35:00::,stretch%2:30:05::,stretch%2:30:15::,stretch%2:30:13::,stretch%2:29:02::,	null	null	null	null	null	aged-stretch,	null	null	null
65 non-causal	aggravating,aggravate,aggravate%2:30:00::,aggravate%2:37:00::,wipe,wipe,wipe%2:35:00::,	null	null	null	null	null	aggravating-wipe,	null	null	null
66 non-causal	agree,agree,agree%2:32:00::,agree%2:32:01::,agree%2:42:00::,agree%2:42:01::,agree%2:42:03::,agree%2:40:02::,agree%2:32:04::,gird,gird,gird%2:33:00::,gird%2:35:01::,gird%2:35:00::,	null	null	null	null	null	agree-gird,	null	null	null
67 non-causal	agrees,agree,agree%2:32:00::,agree%2:32:01::,agree%2:42:00::,agree%2:42:01::,agree%2:42:03::,agree%2:40:02::,agree%2:32:04::,balancing,balance,balance%2:42:00::,balance%2:40:00::,balance%2:35:00::,balance%2:42:01::,	null	null	null	null	null	agrees-balancing,	null	null	null
68 non-causal	agrees,agree,agree%2:32:00::,agree%2:32:01::,agree%2:42:00::,agree%2:42:01::,agree%2:42:03::,agree%2:40:02::,agree%2:32:04::,balancing,balance,balance%2:42:00::,balance%2:40:00::,balance%2:35:00::,balance%2:42:01::,	null	null	null	null	null	agrees-balancing,	null	null	null
69 non-causal	ailed,ail,ail%2:29:00::,ail%2:29:01::,envision,envision,envision%2:36:00::,envision%2:36:01::,	null	null	null	null	null	ailed-envision,	null	null	null
70 non-causal	alerting,alert,alert%2:32:00::,go,go,go%2:38:00::,go%2:41:00::,go%2:38:01::,go%2:30:04::,go%2:42:06::,go%2:42:02::,go%2:42:00::,go%2:30:01::,go%2:30:08::,go%2:42:07::,go%2:39:00::,go%2:35:00::,go%2:34:00::,go%2:30:02::,go%2:42:14::,go%2:42:03::,go%2:30:00::,go%2:42:04::,go%2:42:10::,go%2:38:09::,go%2:33:00::,go%2:42:13::,go%2:42:12::,go%2:42:11::,go%2:42:08::,go%2:42:05::,go%2:35:13::,go%2:34:09::,go%2:31:12::,go%2:30:03::,	null	null	null	null	null	alerting-go,	null	null	null
71 non-causal	alienate,alienate,alienate%2:37:00::,alienate%2:40:00::,alienate%2:37:01::,competing,compete,compete%2:33:00::,	null	null	null	null	null	alienate-competing,	null	null	null
72 non-causal	alienating,alienate,alienate%2:37:00::,alienate%2:40:00::,alienate%2:37:01::,offer,offer,offer%2:40:02::,offer%2:40:00::,offer%2:41:00::,offer%2:31:00::,offer%2:40:09::,offer%2:40:03::,offer%2:40:01::,offer%2:39:06::,offer%2:42:00::,offer%2:41:03::,offer%2:40:10::,offer%2:32:12::,offer%2:32:06::,	null	null	null	null	null	alienating-offer,	null	null	null
73 non-causal	align,align,align%2:30:00::,align%2:42:00::,align%2:31:00::,align%2:30:01::,has,have,have%2:40:00::,have%2:42:00::,have%2:39:06::,have%2:40:04::,have%2:30:00::,have%2:34:00::,have%2:41:00::,have%2:36:00::,have%2:40:01::,have%2:42:12::,have%2:30:01::,have%2:29:02::,have%2:32:00::,have%2:40:05::,have%2:40:03::,have%2:29:05::,have%2:40:02::,have%2:29:00::,have%2:35:00::,	null	null	null	null	null	align-has,	null	null	null
74 non-causal	align,align,align%2:30:00::,align%2:42:00::,align%2:31:00::,align%2:30:01::,has,have,have%2:40:00::,have%2:42:00::,have%2:39:06::,have%2:40:04::,have%2:30:00::,have%2:34:00::,have%2:41:00::,have%2:36:00::,have%2:40:01::,have%2:42:12::,have%2:30:01::,have%2:29:02::,have%2:32:00::,have%2:40:05::,have%2:40:03::,have%2:29:05::,have%2:40:02::,have%2:29:00::,have%2:35:00::,	null	null	null	null	null	align-has,	null	null	null
75 non-causal	alleged,allege,allege%2:32:00::,pursued,pursue,pursue%2:41:00::,pursue%2:38:00::,pursue%2:35:00::,pursue%2:41:01::,	null	null	null	null	null	alleged-pursued,	null	null	null
76 non-causal	allocate,allocate,allocate%2:40:00::,fundraising,fundraise,fundraise%2:40:00::,	null	null	null	null	null	allocate-fundraising,	null	null	null
77 causal	allowed,allow,allow%2:41:00::,allow%2:32:00::,allow%2:40:00::,allow%2:31:01::,allow%2:42:00::,allow%2:31:00::,allow%2:42:07::,allow%2:41:01::,allow%2:40:01::,allow%2:32:06::,apologize,apologize,apologize%2:32:00::,apologize%2:32:01::,	null	null	null	null	null	allowed-apologize,	null	null	null
